GrLivArea,SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF,TotalBR,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
894.0,109500,20,60.0,6600.0,5,5,1962.0,1962.0,0.0,3,3,3,3,1,1,0.0,0.0,894.0,894.0,4,894.0,0.0,0,2,3,5,0,0,1.0,308.0,3,3,0.0,8,2009,42.035473,-93.6034726,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1384.0,159000,20,70.0,13300.0,5,5,1956.0,2001.0,0.0,3,3,3,3,1,3,494.0,0.0,521.0,1015.0,4,1384.0,0.0,0,2,3,6,0,0,2.0,896.0,3,3,75.0,6,2006,42.039464,-93.6119462,323.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1501.0,179400,160,24.0,2280.0,7,5,1999.0,1999.0,360.0,3,3,4,3,1,5,549.0,0.0,195.0,744.0,4,757.0,744.0,0,3,3,6,0,0,2.0,440.0,3,3,0.0,8,2008,42.047191,-93.646368,0.0,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2267.0,219000,70,107.0,12888.0,7,8,1937.0,1980.0,0.0,3,4,3,3,1,5,288.0,0.0,717.0,1005.0,3,1262.0,1005.0,0,3,3,7,2,4,2.0,498.0,3,3,521.0,4,2007,42.03399719999999,-93.655995,0.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1626.0,175500,160,36.0,2628.0,7,5,2003.0,2003.0,106.0,4,3,4,3,1,1,0.0,0.0,764.0,764.0,5,764.0,862.0,0,2,4,6,0,0,2.0,474.0,3,3,0.0,6,2010,42.057094,-93.6508624,27.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1584.0,261329,20,84.0,10440.0,8,5,2007.0,2007.0,0.0,5,3,4,3,2,1,0.0,0.0,1574.0,1574.0,5,1584.0,0.0,0,2,5,6,1,4,2.0,594.0,3,3,0.0,5,2007,42.0514894,-93.6445622,256.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1950.0,383000,20,104.0,14418.0,9,5,2007.0,2007.0,480.0,5,3,5,3,4,6,1375.0,0.0,575.0,1950.0,5,1950.0,0.0,0,2,5,7,1,4,3.0,706.0,3,3,156.0,5,2008,42.0609997,-93.6569769,207.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1515.0,179000,60,80.0,9024.0,6,5,2004.0,2004.0,0.0,4,3,4,3,1,1,0.0,0.0,789.0,789.0,5,813.0,702.0,0,3,4,8,1,4,2.0,393.0,3,3,0.0,7,2008,42.0611341,-93.6429048,75.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1560.0,103500,20,70.0,11767.0,5,5,1956.0,1956.0,259.0,3,3,3,3,1,3,546.0,0.0,604.0,1150.0,5,1560.0,0.0,0,2,3,7,1,3,1.0,313.0,3,3,0.0,5,2009,42.0193549,-93.6645025,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1320.0,164500,80,96.0,11777.0,5,6,1966.0,1966.0,97.0,3,3,3,3,3,2,328.0,551.0,285.0,1164.0,5,1320.0,0.0,0,3,3,6,2,2,2.0,564.0,3,3,160.0,5,2006,42.0323964,-93.6747232,308.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1086.0,55000,70,60.0,11340.0,2,1,1920.0,1950.0,0.0,2,2,2,2,1,1,0.0,0.0,723.0,723.0,3,723.0,363.0,0,2,3,5,0,0,2.0,400.0,2,1,0.0,11,2008,42.029713,-93.608382,168.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1374.0,170000,80,59.0,9434.0,7,5,2004.0,2005.0,0.0,4,3,4,3,2,1,0.0,0.0,384.0,384.0,5,744.0,630.0,0,3,4,6,1,4,2.0,400.0,3,3,100.0,8,2009,42.0610675,-93.64344,0.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1554.0,209500,120,34.0,4590.0,8,5,2006.0,2006.0,108.0,4,3,4,4,2,6,24.0,0.0,1530.0,1554.0,5,1554.0,0.0,0,2,4,6,1,4,2.0,627.0,3,3,156.0,8,2007,42.058014,-93.649884,73.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
816.0,124500,20,76.0,8314.0,5,7,1982.0,1982.0,0.0,3,3,3,3,4,5,546.0,0.0,270.0,816.0,3,816.0,0.0,0,2,3,5,0,0,1.0,264.0,3,3,168.0,6,2007,41.9877784,-93.6051011,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1108.0,139400,45,57.0,7449.0,7,7,1930.0,1950.0,0.0,3,3,3,3,1,1,0.0,0.0,637.0,637.0,5,1108.0,0.0,0,3,4,6,1,4,1.0,280.0,3,3,0.0,6,2007,42.02586,-93.6280932,205.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1368.0,202665,120,40.0,6792.0,7,5,2005.0,2006.0,94.0,4,3,4,3,1,1,0.0,0.0,1368.0,1368.0,5,1368.0,0.0,0,2,4,6,1,4,2.0,474.0,3,3,132.0,3,2006,42.0580288,-93.6502247,35.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
992.0,155891,20,68.0,8842.0,5,6,1954.0,1954.0,0.0,3,4,2,3,1,1,0.0,0.0,381.0,381.0,5,992.0,0.0,0,3,3,6,0,0,1.0,319.0,3,3,60.0,1,2010,42.0210192,-93.6777343,56.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1252.0,160000,160,24.0,2160.0,7,5,1999.0,2000.0,212.0,4,3,4,3,1,4,510.0,0.0,90.0,600.0,5,624.0,628.0,0,2,4,4,0,0,2.0,462.0,3,3,0.0,3,2008,42.046784,-93.6461,48.0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2944.0,150000,60,97.0,24572.0,9,3,1977.0,1977.0,1050.0,4,4,4,3,1,6,410.0,0.0,584.0,994.0,3,1599.0,1345.0,0,3,4,9,1,4,3.0,864.0,3,3,140.0,6,2008,42.037551,-93.6571649,86.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1830.0,221300,60,75.0,8778.0,8,5,2006.0,2006.0,0.0,4,3,4,3,1,1,0.0,0.0,1302.0,1302.0,5,1302.0,528.0,0,3,4,7,0,0,3.0,859.0,3,3,0.0,3,2007,42.0529497,-93.6429587,40.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2576.0,361919,60,82.0,12438.0,8,5,2006.0,2006.0,466.0,5,3,5,4,1,1,0.0,0.0,1234.0,1234.0,5,1264.0,1312.0,0,4,5,10,1,4,3.0,666.0,3,3,324.0,7,2006,42.0608447,-93.6285238,100.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1040.0,134900,20,45.0,8982.0,5,5,1977.0,1977.0,0.0,3,3,4,3,3,5,539.0,0.0,501.0,1040.0,3,1040.0,0.0,0,3,3,5,0,0,2.0,748.0,3,3,0.0,1,2007,42.0222378,-93.6873434,0.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
698.0,118000,20,50.0,9405.0,5,9,1947.0,2008.0,0.0,3,5,3,3,1,1,0.0,0.0,698.0,698.0,5,698.0,0.0,0,2,3,4,0,0,0.0,0.0,0,0,0.0,6,2009,42.0220992,-93.6650768,200.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1611.0,195800,60,70.0,8400.0,7,5,2005.0,2005.0,0.0,4,3,4,3,3,1,0.0,0.0,784.0,784.0,5,784.0,827.0,0,3,4,6,0,0,2.0,572.0,3,3,144.0,3,2006,42.0157932,-93.6840741,36.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1666.0,135000,50,60.0,5160.0,6,6,1927.0,1950.0,0.0,3,2,3,3,1,1,0.0,0.0,1204.0,1204.0,3,1204.0,462.0,0,3,3,4,0,0,1.0,384.0,2,3,0.0,8,2009,42.0242561,-93.6250455,148.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1242.0,152000,20,70.0,7903.0,5,5,1960.0,1960.0,0.0,3,3,3,3,1,3,739.0,0.0,503.0,1242.0,4,1242.0,0.0,0,3,3,6,0,0,1.0,324.0,3,3,0.0,5,2007,42.0371008,-93.6066244,0.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
768.0,133900,85,60.0,7200.0,5,8,1972.0,2003.0,0.0,3,4,4,3,3,6,660.0,0.0,108.0,768.0,4,768.0,0.0,0,2,3,5,0,0,1.0,396.0,3,3,192.0,4,2009,42.0213355,-93.6829448,0.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1097.0,152000,20,81.0,9672.0,6,5,1984.0,1985.0,0.0,3,3,4,3,1,6,338.0,0.0,702.0,1040.0,3,1097.0,0.0,0,3,3,6,0,0,2.0,480.0,3,3,0.0,5,2010,42.0347187,-93.6848468,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1056.0,107000,20,68.7,8900.0,4,4,1966.0,1966.0,0.0,3,3,3,3,1,3,1056.0,0.0,0.0,1056.0,3,1056.0,0.0,0,2,3,5,0,0,1.0,384.0,3,3,0.0,11,2006,42.0356123,-93.6822712,42.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
864.0,120000,20,60.0,7332.0,6,6,1959.0,1959.0,207.0,3,3,3,3,1,4,414.0,0.0,450.0,864.0,5,864.0,0.0,0,2,4,4,0,0,1.0,288.0,3,3,168.0,10,2006,42.0384543,-93.6084246,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2046.0,372500,20,80.0,11844.0,8,5,2008.0,2008.0,464.0,4,3,5,3,2,1,0.0,0.0,2046.0,2046.0,5,2046.0,0.0,0,3,4,7,1,4,3.0,834.0,3,3,322.0,7,2009,42.0596555,-93.6287068,82.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1874.0,220000,60,64.9,7500.0,8,5,2000.0,2001.0,0.0,4,3,4,3,1,1,0.0,0.0,1058.0,1058.0,5,1058.0,816.0,0,3,4,7,1,3,2.0,588.0,3,3,0.0,3,2009,42.0503643,-93.6392369,134.0,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2039.0,167000,30,118.0,21299.0,7,5,1941.0,1963.0,0.0,4,3,3,3,1,1,0.0,0.0,929.0,929.0,5,2039.0,0.0,0,3,3,7,3,4,3.0,791.0,3,3,0.0,12,2006,42.0395926,-93.6152306,90.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2552.0,479069,20,107.0,13891.0,9,5,2007.0,2007.0,456.0,5,3,5,3,4,6,1812.0,0.0,740.0,2552.0,5,2552.0,0.0,0,3,5,8,2,5,3.0,932.0,3,3,130.0,10,2007,42.0628529,-93.6569769,28.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1846.0,233555,20,90.0,13377.0,6,5,2006.0,2006.0,0.0,4,3,4,3,1,6,1576.0,0.0,260.0,1836.0,4,1846.0,0.0,0,3,4,7,1,4,2.0,495.0,3,3,0.0,7,2006,42.0243528,-93.6894636,32.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
732.0,118900,20,60.0,7200.0,5,7,1952.0,1952.0,0.0,3,4,3,4,1,5,630.0,102.0,0.0,732.0,3,732.0,0.0,0,2,3,4,0,0,1.0,240.0,3,3,0.0,9,2009,42.0358524,-93.6076333,68.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1283.0,140000,20,70.0,7763.0,5,7,1962.0,1980.0,0.0,3,4,3,3,1,3,504.0,108.0,319.0,931.0,3,1283.0,0.0,0,3,3,6,0,0,2.0,506.0,3,3,0.0,10,2008,42.0440557,-93.619465,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1800.0,130000,90,113.0,8513.0,5,5,1961.0,1961.0,0.0,3,3,3,3,3,1,0.0,0.0,1800.0,1800.0,3,1800.0,0.0,0,6,3,10,0,0,0.0,0.0,0,0,0.0,11,2008,42.0347483,-93.6071189,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1944.0,179900,70,68.0,9928.0,7,8,1915.0,1994.0,0.0,3,4,3,3,1,1,0.0,0.0,672.0,672.0,2,1272.0,672.0,0,3,3,8,0,0,1.0,216.0,3,3,24.0,6,2009,42.02845120000001,-93.6212657,28.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1944.0,179900,70,68.0,9928.0,7,8,1915.0,1994.0,0.0,3,4,3,3,1,1,0.0,0.0,672.0,672.0,2,1272.0,672.0,0,3,3,8,0,0,1.0,216.0,3,3,24.0,6,2009,42.02845120000001,-93.6212657,28.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1922.0,282000,20,80.0,11305.0,8,5,2002.0,2002.0,886.0,4,3,4,3,3,6,1329.0,0.0,593.0,1922.0,5,1922.0,0.0,0,2,4,6,1,5,3.0,692.0,3,3,201.0,4,2007,41.99559989999999,-93.6482645,64.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1647.0,217500,20,80.0,12984.0,5,6,1977.0,1977.0,459.0,3,3,4,3,2,5,1283.0,147.0,0.0,1430.0,5,1647.0,0.0,0,3,4,7,1,3,2.0,621.0,3,3,0.0,3,2006,42.0124326,-93.6439881,0.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
